Sales,Price,Feature,Display,Price - Competitor 1,Price - Competitor 2,Price - Competitor 3,Price - Competitor 4,Price - Competitor 5
31,6.19,0,0,3.93,4.30,5.10,4.66,2.50
76,3.03,0,0,4.20,1.93,2.75,2.68,2.50
43,5.59,0,0,4.20,3.35,3.99,4.49,3.19
37,5.79,1,0,3.93,3.44,5.99,4.83,2.99
177,5.01,1,1,3.93,4.01,5.50,4.95,2.00
123,4.98,0,1,4.20,2.97,5.78,4.69,2.58
"1,145",3.15,1,1,4.20,3.86,5.89,5.03,1.66
69,6.19,0,0,3.93,4.27,5.04,5.15,2.50
45,5.78,0,0,3.93,3.23,5.68,3.50,2.95
21,6.09,0,0,3.93,3.67,5.00,4.67,3.49
65,5.48,0,0,4.20,3.49,5.67,4.13,3.01
120,5.02,1,0,3.93,4.00,6.33,4.51,2.45
17,6.29,0,0,3.93,3.63,6.49,3.70,3.79
39,5.79,0,1,3.93,3.87,5.52,5.19,3.39
68,6.19,0,0,3.93,4.31,5.05,4.91,2.51
41,5.58,1,0,4.21,3.27,5.75,4.99,3.24
58,6.29,0,0,3.92,3.90,5.04,4.16,2.75
84,6.09,0,0,3.92,3.68,6.19,3.66,2.50
50,6.19,0,0,4.21,3.88,6.39,3.67,2.18
20,5.58,0,0,3.92,3.49,4.25,3.78,2.50
125,4.94,1,0,3.92,4.24,5.50,4.19,2.06
77,5.57,0,0,3.92,3.82,5.00,3.00,2.67
9,6.29,0,0,3.92,4.41,6.29,4.99,3.69
66,5.56,0,0,3.92,3.45,6.19,4.42,2.50
140,5.01,0,1,3.92,3.00,5.75,5.24,3.59
21,6.19,0,0,3.92,3.20,5.50,3.27,3.69
30,6.46,0,0,3.92,4.80,6.69,4.29,3.91
131,5.71,1,0,3.92,4.69,6.29,5.59,3.29
57,5.89,0,0,3.92,3.13,4.94,4.52,2.75
120,5.11,0,1,4.21,2.53,5.99,3.96,2.31
91,5.38,1,0,4.21,3.70,5.20,5.29,3.00
36,5.69,0,0,3.92,4.18,5.98,3.71,3.29
171,5.03,1,1,3.92,4.14,5.41,3.67,2.06
17,5.79,0,0,3.92,3.52,5.29,5.27,2.25
28,5.94,0,0,3.92,3.27,4.44,4.44,3.49
24,6.09,0,0,3.92,4.31,5.02,3.54,2.62
51,5.79,0,0,3.92,3.64,5.99,5.19,3.49
70,6.19,0,0,4.21,3.44,5.52,3.33,3.69
76,5.79,0,0,3.92,3.31,5.14,5.19,3.04
56,6.19,0,0,3.92,3.57,5.00,4.72,3.69
13,6.16,0,0,4.21,4.53,6.39,5.42,3.22
55,5.92,0,0,3.92,3.53,5.02,4.01,3.08
184,5.01,1,0,3.92,4.11,5.86,4.38,3.49
71,5.71,0,0,3.92,3.77,6.39,4.47,2.57
119,4.60,1,1,3.92,3.41,4.94,4.26,3.09
196,4.75,1,1,4.21,3.13,4.44,5.19,2.75
124,3.99,1,0,4.21,3.53,5.99,5.14,2.00
80,5.79,0,0,4.21,3.36,5.00,4.71,2.49
34,5.99,0,0,4.21,3.65,5.49,4.30,3.49
33,6.29,0,0,3.92,3.68,6.29,5.39,2.50
71,5.58,1,0,3.92,3.59,5.99,3.98,3.09
70,6.14,0,0,3.92,4.50,6.22,5.44,3.69
57,5.78,0,0,3.91,3.20,5.78,4.70,3.09
66,5.89,0,0,3.91,3.67,5.24,4.08,3.29
78,5.18,0,0,3.91,3.09,5.99,3.50,2.06
80,5.78,0,0,3.91,3.59,5.01,3.89,2.58
73,5.06,0,0,3.91,3.19,4.49,4.25,2.65
155,5.64,1,1,4.22,3.64,5.00,3.81,2.73
141,5.79,1,1,3.91,4.00,5.51,4.14,3.29
51,5.89,0,0,3.91,3.14,4.44,4.56,3.29
145,5.00,1,0,4.22,3.96,6.05,4.53,2.44
65,5.58,0,0,4.22,3.40,5.99,4.75,2.50
76,5.00,0,0,4.22,3.66,5.99,4.92,2.00
35,6.19,0,0,3.91,3.65,5.00,3.58,2.67
27,6.29,0,0,3.91,3.60,5.05,4.32,2.75
80,5.59,0,0,3.91,3.65,5.83,4.71,3.08
9,5.79,0,0,4.22,3.89,4.69,4.29,3.19
23,5.78,0,0,4.22,3.02,4.99,4.44,2.07
48,5.78,0,0,4.22,3.52,5.54,4.13,2.92
141,6.19,1,1,4.22,3.47,5.50,3.33,3.69
70,5.75,0,0,3.91,3.70,6.49,3.94,2.50
92,6.19,0,0,3.91,3.68,5.00,4.71,3.69
6,5.79,0,0,4.22,3.92,5.99,4.80,2.05
50,5.89,0,0,3.91,3.13,5.19,4.73,2.75
101,5.03,0,0,3.91,3.31,5.78,4.77,3.09
62,5.89,0,0,3.91,3.65,5.49,4.62,2.75
164,5.00,0,1,3.91,3.32,5.39,4.59,2.50
51,5.78,0,0,3.91,3.62,4.99,4.19,2.60
91,5.59,0,0,3.91,4.02,5.85,4.40,3.06
92,5.89,0,0,3.91,3.66,5.49,4.85,3.29
94,5.89,0,0,4.22,3.26,5.73,5.23,3.49
9,6.21,0,0,4.23,3.91,6.39,3.75,3.89
31,5.79,0,0,3.90,3.01,5.59,4.57,3.07
176,5.59,1,1,4.23,3.62,5.62,4.99,3.19
5,5.79,0,0,3.90,4.12,5.99,3.92,3.19
63,5.48,0,0,3.90,3.60,5.60,4.00,2.75
479,4.08,1,1,3.90,3.76,5.99,5.33,2.25
30,6.29,0,0,3.90,3.42,6.49,3.67,3.79
104,5.59,0,0,4.23,3.81,5.84,5.07,2.20
165,5.00,1,0,4.23,4.01,5.99,4.44,3.29
34,6.09,0,0,3.90,3.29,5.50,3.20,3.49
561,4.70,1,1,3.90,3.40,5.99,3.66,3.39
345,5.00,1,1,3.90,3.39,5.99,3.87,3.39
451,4.80,1,1,3.90,3.40,5.99,3.87,3.39
315,5.32,1,1,3.90,3.38,5.99,3.87,3.39
38,6.39,0,1,4.23,4.49,6.59,5.50,3.69
288,5.18,0,1,4.23,4.00,5.99,5.17,2.60
34,5.99,0,0,4.23,3.48,6.22,4.77,3.49
22,6.20,0,0,4.23,4.03,6.39,3.87,3.89
105,5.01,1,0,3.90,3.78,5.10,5.07,2.50
45,6.03,0,0,3.90,4.35,6.04,4.53,2.24
55,5.99,0,0,3.90,3.51,5.69,4.99,3.59
40,6.25,0,0,3.90,4.80,5.50,5.56,3.79
29,5.99,0,0,4.23,3.47,6.26,3.68,3.49
64,5.50,0,0,4.23,3.35,4.44,5.11,2.96
16,5.69,0,0,3.90,4.14,5.98,3.96,3.29
76,5.72,0,1,3.90,3.07,3.09,5.09,3.05
50,6.09,0,0,3.90,4.29,5.17,4.40,2.50
350,5.05,1,1,4.23,4.15,5.45,3.99,2.04
32,6.29,0,0,3.90,3.90,5.02,4.05,2.75
75,5.99,0,0,3.90,3.47,4.65,3.97,2.51
62,5.77,0,0,3.90,3.66,5.00,4.92,3.08
41,5.99,0,0,3.90,3.77,5.99,4.83,3.59
194,5.00,1,1,4.24,3.66,5.99,5.05,2.00
40,5.89,0,0,4.24,3.74,5.99,5.25,3.49
84,5.79,0,0,4.24,3.96,5.99,5.09,3.29
78,6.26,0,0,3.89,3.78,6.29,5.49,3.85
55,5.50,1,0,3.89,3.84,5.99,5.02,3.19
81,5.78,0,0,4.24,3.62,5.60,4.20,2.76
104,6.22,1,1,3.89,4.69,6.39,5.49,3.79
73,4.73,0,1,3.89,3.57,5.00,5.19,3.00
50,5.79,1,0,3.89,3.79,5.99,4.15,3.39
76,5.99,0,0,4.24,3.66,6.24,4.69,3.24
28,5.69,0,0,3.89,4.05,5.98,3.93,3.29
15,6.19,0,0,3.89,4.76,6.49,5.82,3.22
25,5.69,0,0,3.89,4.11,5.98,3.71,3.29
41,5.69,0,0,3.89,3.85,5.98,3.42,3.29
34,5.69,0,0,3.89,4.10,5.98,3.93,3.29
48,6.29,0,0,3.89,4.28,6.39,5.82,3.89
186,5.59,1,1,3.89,3.87,5.23,5.00,3.19
69,5.79,1,0,4.24,3.08,5.99,5.02,2.49
9,6.29,0,0,4.24,4.44,6.39,5.56,2.50
45,6.09,0,0,3.89,4.32,5.00,3.24,2.73
67,5.94,0,0,3.89,3.37,3.09,4.99,3.59
714,4.60,1,1,4.24,4.03,6.04,4.38,2.38
47,6.25,0,0,3.89,4.55,6.29,5.44,3.35
205,4.98,0,1,3.89,4.11,5.50,4.67,2.00
160,5.80,1,1,4.24,4.78,6.49,5.96,3.89
13,5.75,0,0,4.24,2.89,5.99,4.17,3.79
28,5.79,0,0,4.25,3.35,5.99,3.33,3.19
101,2.50,0,0,4.25,2.50,5.99,2.72,3.15
56,5.78,0,0,4.25,3.25,4.50,3.74,3.09
52,5.89,0,0,4.25,3.65,4.55,5.09,2.50
66,5.89,0,0,3.88,3.83,4.50,5.03,3.39
84,5.00,0,1,3.88,3.91,5.41,4.97,3.39
164,5.02,1,0,4.25,4.15,5.50,4.00,2.10
31,5.21,1,0,3.88,3.02,5.20,4.57,3.49
153,5.02,1,0,3.88,4.17,5.34,4.20,2.04
55,6.29,0,0,4.25,4.52,6.29,4.99,3.69
18,6.19,0,0,4.25,3.78,6.39,4.04,2.41
23,5.78,0,0,4.25,3.44,5.53,4.42,2.70
39,5.69,0,0,4.25,3.64,5.28,5.05,3.29
42,6.09,0,0,3.88,3.29,5.51,3.33,3.49
62,4.75,0,0,3.88,3.22,5.39,4.36,3.49
34,5.97,0,0,3.88,3.60,5.49,4.76,3.49
69,5.99,0,0,3.88,3.06,5.24,4.30,2.75
87,5.60,0,0,3.88,3.41,4.52,5.19,2.96
70,5.75,0,0,3.88,3.68,5.79,4.95,3.49
97,5.99,0,0,3.88,3.33,5.11,5.09,2.75
34,5.95,0,0,3.88,3.00,3.09,5.44,3.59
33,5.99,0,0,3.88,3.41,5.39,4.49,3.49
45,5.79,0,0,3.88,3.69,5.99,5.15,2.67
31,5.99,0,0,3.88,3.42,5.39,4.40,3.49
33,5.99,0,0,3.88,3.40,5.00,4.49,2.75
35,5.99,0,0,3.88,3.23,5.51,4.40,3.49
45,5.89,0,0,3.88,4.26,5.99,5.25,3.49
45,5.89,0,1,3.88,4.38,5.99,5.14,3.49
81,5.77,1,0,3.88,3.44,5.00,3.94,2.73
8,5.89,0,0,3.88,4.30,5.00,5.09,3.49
34,6.29,0,0,3.88,4.00,5.00,4.21,2.77
92,5.41,0,0,3.88,3.62,5.15,3.98,3.09
231,5.01,1,0,3.88,4.11,5.55,4.25,3.49
183,5.03,1,0,3.88,3.83,5.66,4.42,3.49
76,5.29,0,0,3.88,3.53,5.39,4.60,2.75
86,5.99,0,0,3.88,3.11,5.15,4.37,2.75
46,6.09,0,0,3.88,3.52,5.00,4.65,3.49
143,2.50,0,0,3.88,2.22,5.99,2.00,2.25
158,5.02,1,1,3.88,3.97,5.01,5.20,3.49
42,5.99,0,0,3.88,3.59,4.90,4.13,3.49
108,5.99,1,1,3.88,3.10,4.44,4.50,3.49
237,5.13,1,1,3.88,3.92,5.00,4.96,3.49
245,5.01,1,0,4.25,3.97,5.93,4.96,2.46
31,5.78,0,0,4.25,3.15,5.68,3.48,2.31
19,5.79,0,0,4.25,3.79,5.99,3.55,3.19
154,5.03,1,0,3.88,4.12,5.38,3.62,2.10
198,5.00,1,1,3.88,4.78,6.39,4.26,3.29
124,4.35,0,0,3.88,3.72,5.00,3.33,2.50
137,5.12,0,0,3.88,3.57,5.00,3.50,2.50
293,5.33,1,1,3.88,4.36,6.29,5.29,3.87
166,5.04,1,0,3.88,3.95,5.00,5.03,3.69
36,5.99,0,0,4.26,3.71,6.29,3.74,3.49
184,4.44,1,1,4.26,3.70,6.29,4.48,3.49
39,5.99,0,0,4.26,3.70,6.29,4.48,3.49
94,4.99,1,1,3.87,3.24,5.10,4.89,3.07
59,4.98,1,0,3.87,3.19,5.78,4.61,3.09
56,5.89,0,0,3.87,4.28,6.09,4.89,2.23
206,4.67,1,0,3.87,3.67,5.00,4.75,3.69
31,6.23,0,0,4.26,4.63,6.39,5.49,3.22
49,6.21,0,0,4.26,4.78,6.39,5.49,3.45
56,5.42,0,0,4.26,3.33,4.44,4.83,2.96
58,5.40,0,0,4.26,3.33,5.00,4.37,2.96
264,5.01,1,1,3.87,4.07,5.42,4.66,3.69
43,6.29,0,0,3.87,3.61,6.49,3.68,3.79
185,4.98,0,1,3.87,4.12,5.50,5.10,2.00
37,5.79,0,0,4.26,4.08,5.99,4.39,3.19
179,5.00,1,0,4.26,3.66,5.99,4.82,2.00
68,5.89,0,0,4.26,3.41,5.99,4.56,2.50
108,5.69,1,0,4.26,3.42,5.99,4.66,2.50
47,5.99,0,0,3.87,4.17,6.29,4.68,3.49
9,5.79,0,0,4.26,3.61,5.99,4.76,2.72
21,6.39,0,0,3.87,3.69,5.04,3.36,3.10
33,6.19,0,0,3.87,3.29,5.50,3.33,3.69
28,5.78,0,0,3.87,3.56,4.50,3.79,2.40
56,5.00,0,0,3.87,3.10,5.50,3.85,3.29
36,6.29,0,0,3.87,3.76,5.10,4.31,2.79
54,6.19,0,0,4.26,3.84,6.39,4.14,2.51
25,5.69,0,0,3.87,3.72,5.98,3.71,3.29
48,6.19,0,0,3.87,4.26,5.00,3.50,2.56
50,5.78,0,0,3.87,3.91,5.78,4.07,3.79
224,5.59,1,1,3.87,3.40,5.89,5.03,2.35
23,5.89,0,0,3.87,3.83,4.50,5.17,2.48
39,5.89,0,0,4.27,3.43,5.99,5.25,3.49
53,5.99,0,0,4.27,3.64,6.28,4.59,3.34
59,5.89,0,0,4.27,3.40,5.99,4.79,3.29
93,5.89,0,0,3.86,4.13,5.99,4.81,3.29
124,5.89,0,1,3.86,4.11,5.81,4.56,3.29
42,6.19,0,0,4.27,3.07,5.50,3.33,3.69
86,5.55,0,0,3.86,3.68,5.00,3.00,2.50
94,5.72,1,0,3.86,3.92,6.39,4.33,2.63
22,6.16,0,0,3.86,4.89,6.39,4.08,3.89
38,6.22,0,0,3.86,4.78,6.39,5.49,3.89
32,6.23,0,0,3.86,4.78,6.39,4.25,3.89
45,6.23,0,0,3.86,4.55,6.39,5.56,3.79
50,6.19,0,0,4.27,3.97,6.39,3.67,2.50
87,5.79,0,0,4.27,3.80,5.99,3.50,2.50
32,5.89,0,0,3.86,3.87,5.99,4.00,2.67
166,4.99,1,1,3.86,3.71,5.13,5.11,2.50
191,4.73,1,0,3.86,3.86,4.69,4.19,2.56
124,5.18,0,0,4.27,3.46,5.00,3.50,2.50
65,6.28,0,0,3.86,3.78,6.39,4.74,3.89
183,5.01,1,1,3.86,4.11,5.71,4.39,3.69
54,6.29,0,0,3.86,3.78,6.19,5.49,3.89
19,5.79,0,0,3.86,3.63,5.00,5.11,3.00
79,5.68,1,1,3.86,4.78,6.39,5.00,3.89
18,5.00,0,0,3.86,4.44,6.39,4.04,2.95
28,5.52,0,1,3.86,4.63,6.39,4.83,2.95
87,5.79,0,0,3.86,4.18,5.99,5.06,3.39
266,5.05,1,0,3.86,3.81,5.00,5.10,3.69
232,4.99,1,0,3.86,3.71,5.01,5.01,2.50
220,5.59,1,0,3.86,3.82,5.19,4.45,3.19
20,5.79,0,0,3.86,3.29,5.49,4.83,1.99
42,5.83,0,0,3.86,3.63,5.00,3.83,3.17
107,5.01,1,0,3.86,3.71,5.22,5.10,2.50
95,5.73,0,1,3.86,3.20,5.00,5.09,3.09
95,5.01,1,0,3.86,3.72,5.09,5.09,2.52
219,4.99,1,0,3.86,3.67,5.01,5.16,2.50
12,6.29,0,0,3.86,4.79,6.39,5.49,3.79
131,5.01,1,0,3.86,4.19,5.47,4.27,2.09
43,6.23,0,0,3.85,3.50,6.39,5.49,3.89
94,5.79,0,0,3.85,3.94,5.99,4.96,3.06
33,5.69,0,0,4.28,4.06,5.98,3.95,3.29
14,5.79,0,0,3.85,4.36,5.99,4.79,3.39
27,5.97,0,0,3.85,3.65,5.00,5.33,2.92
78,5.17,0,1,3.85,4.28,6.07,4.56,2.42
48,5.79,0,0,3.85,3.95,5.99,4.24,3.29
116,5.99,1,1,3.85,4.18,6.21,4.71,3.49
96,5.79,0,0,3.85,3.75,5.99,5.23,2.75
95,5.99,0,0,3.85,4.17,6.29,4.80,3.49
87,5.99,0,0,3.85,4.18,6.29,4.71,3.49
168,5.05,1,0,3.85,4.09,5.00,4.66,3.79
113,4.70,0,0,3.85,4.24,6.29,4.80,3.49
57,5.89,0,0,4.28,3.65,5.77,5.09,2.50
26,6.49,0,0,4.28,4.43,6.59,4.10,3.69
137,5.98,1,0,4.28,3.69,6.28,4.71,3.49
36,5.78,0,0,3.85,3.55,4.99,3.93,3.09
197,5.04,1,0,3.85,3.10,5.24,3.93,2.16
89,5.67,0,0,3.85,3.89,6.39,4.66,2.62
45,5.57,1,0,3.85,3.69,5.50,5.29,3.24
66,6.19,0,0,3.85,4.20,5.10,5.18,2.50
59,5.46,0,1,3.85,4.41,6.29,5.56,2.93
13,5.79,0,0,4.28,3.24,5.99,3.66,3.19
25,5.84,0,0,3.85,3.65,5.00,3.95,3.05
47,5.89,0,0,4.28,3.79,5.99,4.20,2.42
54,5.89,0,0,4.28,3.52,5.99,3.66,3.49
23,6.49,0,0,4.28,4.61,6.99,5.67,2.98
59,5.78,0,0,4.28,3.47,5.07,3.81,3.09
28,5.99,0,0,3.85,3.39,5.00,5.13,2.75
78,5.99,0,0,3.84,3.30,5.39,4.67,3.49
227,5.01,1,1,3.84,4.21,5.39,4.23,2.05
265,4.59,1,1,3.84,3.35,5.42,3.82,3.09
62,5.78,0,0,4.29,3.38,4.99,4.17,2.19
57,5.00,0,0,3.84,2.59,5.00,4.93,3.79
43,5.51,0,0,3.84,3.77,5.41,3.82,1.99
32,5.79,0,0,4.29,3.53,5.62,4.41,3.19
38,6.19,0,0,3.84,3.61,5.50,3.33,3.69
88,5.49,0,0,4.29,3.40,5.99,4.78,3.29
106,5.59,0,1,4.29,3.60,5.89,5.03,3.19
26,6.35,0,0,4.29,4.72,6.29,5.44,2.85
23,6.30,0,0,3.84,4.78,6.59,5.59,3.00
124,5.20,0,1,3.84,3.34,5.00,3.50,2.50
139,5.20,1,0,3.84,3.75,3.99,3.50,2.50
71,5.78,0,0,3.84,3.19,5.11,3.25,1.60
64,5.62,0,0,4.29,3.19,4.25,3.94,2.55
108,2.50,1,0,3.84,2.50,2.97,3.45,2.25
31,5.89,0,0,4.29,4.31,5.99,5.35,3.49
37,5.89,0,0,4.29,4.32,5.99,4.95,3.49
34,5.89,0,0,4.29,4.35,5.99,5.12,3.16
51,5.78,0,0,4.29,3.37,4.50,3.85,2.86
31,5.99,0,0,3.84,3.37,5.99,5.24,2.30
59,6.19,0,0,3.84,4.50,6.29,5.05,3.69
21,6.29,0,0,3.84,4.14,6.29,4.28,3.69
60,6.09,0,0,3.83,3.65,5.00,4.72,3.49
13,5.79,0,0,4.30,3.35,5.99,4.67,2.75
43,5.99,0,0,3.83,3.86,5.09,3.15,3.59
15,6.39,0,0,3.83,2.85,6.59,3.73,2.00
57,5.64,0,0,3.83,3.62,6.49,4.02,2.50
30,6.09,0,0,3.83,4.28,5.04,4.71,2.51
163,5.18,0,0,4.30,3.68,5.00,4.69,2.00
30,5.69,0,0,4.30,4.13,5.98,3.72,3.29
41,5.69,0,0,4.30,3.98,5.98,3.42,3.29
82,5.69,0,0,4.30,4.00,5.98,3.00,3.29
29,6.09,0,0,4.30,3.43,6.19,3.90,2.20
73,5.79,0,0,4.30,3.39,5.00,4.80,2.50
143,3.99,0,0,4.30,3.61,5.99,5.14,2.00
58,5.63,0,1,4.30,3.49,4.95,3.95,2.96
66,5.99,0,0,4.30,3.66,6.29,3.87,3.49
50,5.64,0,0,4.30,3.42,4.44,4.99,2.96
122,5.12,1,0,4.30,3.66,6.29,4.70,3.49
77,5.99,0,1,4.30,3.66,6.29,4.36,3.49
91,5.99,0,0,4.30,3.65,5.49,4.30,3.49
108,5.99,0,0,4.30,3.68,5.49,4.30,3.49
55,5.99,0,0,4.30,3.71,5.92,4.44,3.49
26,5.79,0,0,3.83,3.63,4.99,4.59,2.49
57,5.78,0,0,3.83,3.50,4.50,3.33,2.00
7,6.29,0,0,3.83,3.20,6.49,3.71,3.79
73,5.79,0,0,3.83,3.72,5.57,5.19,3.29
173,5.41,1,0,4.30,3.86,6.39,4.10,2.27
74,5.48,0,0,3.83,3.18,5.68,3.48,2.48
67,5.00,0,0,3.83,3.21,5.47,3.57,1.92
79,5.76,0,0,4.30,3.69,6.29,4.30,3.49
32,5.79,0,0,3.83,3.28,5.14,4.89,3.04
78,6.09,0,0,3.83,3.34,5.51,3.33,3.49
103,5.56,0,0,4.30,3.42,6.29,4.75,3.29
222,4.81,1,1,4.30,3.51,5.22,5.03,3.19
54,4.49,0,0,3.83,3.20,5.49,4.39,1.74
25,6.26,0,0,3.83,4.20,6.39,5.89,3.89
51,5.48,0,0,3.83,3.53,4.49,3.97,2.97
34,5.89,0,0,3.83,3.02,4.44,4.77,3.29
150,5.59,0,0,4.31,3.86,5.89,4.48,2.20
51,6.09,0,0,3.82,3.52,5.00,4.72,3.49
48,5.78,0,0,3.82,3.49,5.14,3.87,3.09
71,5.89,0,0,3.82,4.12,5.99,4.75,3.29
31,5.14,0,0,4.31,3.78,4.50,3.50,3.29
216,5.53,0,1,4.31,3.82,5.89,4.45,3.19
110,6.34,0,0,3.82,4.68,6.59,4.85,3.79
305,5.00,1,1,4.31,3.50,5.85,4.99,2.11
274,4.74,1,1,4.31,3.35,5.50,4.13,2.45
259,5.54,1,1,3.82,3.86,5.89,4.45,3.19
65,6.29,0,0,4.31,3.68,6.29,5.39,2.50
94,5.50,0,0,3.82,3.57,5.99,3.50,2.50
45,6.19,0,0,3.82,4.29,5.05,4.57,2.50
84,5.48,0,0,3.82,3.73,5.18,4.52,2.00
182,5.18,0,0,3.82,2.21,5.00,4.47,2.75
210,5.02,1,1,4.31,3.98,5.94,4.64,2.33
49,5.89,0,1,3.82,3.80,5.99,4.17,3.00
29,5.89,0,0,3.82,3.65,5.99,4.00,3.00
45,5.79,0,0,3.82,4.30,5.99,5.06,3.39
19,5.96,0,0,3.82,3.63,5.00,5.22,3.03
65,5.89,0,0,3.82,3.44,5.45,4.23,3.29
155,4.98,0,0,3.82,3.38,5.78,3.22,3.09
10,6.29,0,0,3.82,3.31,5.00,4.32,2.85
39,5.99,0,0,3.82,3.37,5.99,5.20,3.02
21,6.49,0,0,3.82,4.22,6.99,6.16,3.95
51,6.22,0,0,4.31,4.52,6.29,4.00,3.69
161,4.80,1,1,3.82,3.82,5.00,5.18,3.69
60,6.19,0,0,4.31,4.16,6.39,3.60,2.00
92,5.89,0,0,4.31,3.51,5.42,3.46,2.46
61,5.79,0,0,3.82,3.91,5.99,4.39,2.99
40,6.27,0,0,3.82,4.28,6.39,5.82,3.89
78,5.78,0,0,3.82,3.13,4.99,4.18,2.00
47,6.19,0,0,3.82,3.14,5.55,3.70,3.69
32,5.69,0,0,4.32,3.62,5.98,4.18,3.29
29,5.69,0,0,4.32,3.33,5.98,3.42,3.29
64,5.78,0,0,3.81,3.72,5.78,4.67,3.09
23,5.78,0,0,3.81,3.50,4.49,3.52,2.39
55,5.89,0,0,3.81,3.13,4.44,4.57,3.29
43,5.89,0,0,3.81,4.36,5.99,5.21,3.49
44,5.93,0,0,3.81,3.64,6.49,3.72,2.00
42,6.45,0,0,3.81,3.84,4.76,3.35,3.87
106,5.89,0,1,4.32,4.33,5.99,5.29,3.49
44,5.89,0,0,4.32,4.36,5.99,5.19,3.49
81,6.25,0,0,3.81,4.69,6.39,5.49,3.79
20,5.69,0,0,3.81,4.11,5.98,4.11,3.29
63,5.79,0,0,3.81,3.69,5.99,4.59,3.29
67,4.98,0,0,3.81,3.13,4.50,4.70,2.39
35,5.49,0,1,3.81,3.64,6.49,3.92,2.50
155,5.03,1,0,4.32,4.03,6.05,4.92,2.41
48,5.79,0,0,3.81,3.75,5.00,3.71,3.29
25,5.53,0,0,3.81,3.42,4.56,3.63,3.09
32,5.88,0,0,3.81,3.53,5.01,3.79,3.07
25,6.29,0,0,3.81,4.59,6.29,4.99,3.69
58,5.64,0,0,3.81,3.96,5.79,4.25,3.79
383,3.99,1,1,4.32,3.58,5.99,5.20,2.00
89,5.95,0,0,4.32,3.61,5.49,4.30,3.49
7,6.29,0,0,3.81,3.00,6.49,3.74,3.79
66,6.19,0,0,3.81,3.34,5.87,4.69,3.69
53,5.89,0,0,4.32,3.41,4.44,4.99,2.96
61,5.89,0,0,4.32,3.66,5.68,4.78,3.29
66,5.38,0,0,4.32,3.65,5.99,4.40,3.29
50,5.89,0,0,4.32,3.72,5.82,4.35,3.29
363,4.63,1,1,4.32,3.38,5.12,3.70,2.75
34,5.89,0,0,4.32,3.70,5.99,4.80,3.29
89,5.88,0,0,4.32,3.38,5.12,3.08,2.75
83,5.88,0,0,4.32,3.38,5.12,3.70,2.75
26,5.89,0,0,3.81,3.72,5.99,4.00,3.00
52,5.53,0,0,3.81,3.45,4.63,4.20,3.09
277,5.02,1,1,3.81,4.07,5.41,4.25,3.49
22,5.79,0,0,3.81,3.55,5.99,4.59,3.49
35,5.79,0,0,3.81,3.52,5.81,5.19,3.49
188,5.43,0,1,3.81,3.81,5.99,4.15,3.39
26,5.79,0,0,4.33,3.66,4.44,4.80,3.49
45,5.93,0,0,3.80,4.25,6.24,4.46,2.17
67,4.99,1,0,4.33,3.60,5.39,4.57,2.25
13,5.99,0,0,4.33,3.49,5.39,4.57,2.50
17,5.89,0,0,4.33,4.32,5.99,5.23,3.49
34,5.73,0,0,3.80,3.85,5.05,4.43,3.79
25,5.96,0,0,3.80,3.64,5.99,4.13,3.59
63,5.50,0,0,3.80,3.85,5.99,3.50,2.50
27,6.09,0,0,3.80,4.26,5.00,3.49,3.27
46,4.98,0,0,4.33,4.07,5.98,5.03,3.29
21,6.26,0,0,3.80,3.91,6.29,5.26,3.85
54,5.92,1,0,3.80,4.61,6.99,5.29,3.60
13,5.79,0,0,4.33,3.50,5.99,3.46,3.19
47,6.23,0,0,4.33,4.78,6.39,5.56,2.50
54,5.42,0,1,3.80,4.23,6.37,4.42,2.00
56,6.29,0,0,3.80,3.61,6.49,3.70,3.79
52,5.85,0,0,3.80,3.66,5.31,4.00,2.96
32,5.89,0,0,3.80,3.91,5.00,5.13,2.60
23,5.69,0,0,3.80,3.33,5.98,4.92,3.29
94,4.73,1,0,3.79,3.45,4.85,4.03,3.09
47,6.20,0,0,3.79,4.47,6.29,5.42,2.99
45,5.89,0,0,3.79,3.27,5.99,4.71,3.00
47,6.29,0,0,3.79,3.46,6.49,3.62,3.79
51,5.54,0,0,3.79,4.07,5.90,4.40,2.00
67,5.59,0,0,4.34,3.90,5.84,4.99,2.19
204,4.81,0,1,4.34,3.89,5.85,5.03,2.00
27,6.29,0,0,4.34,3.59,6.59,5.32,2.90
106,4.74,1,0,3.79,3.65,5.40,3.80,3.09
55,5.50,0,0,3.79,3.50,5.99,5.27,2.00
22,5.78,0,0,3.79,3.20,4.99,4.00,2.36
31,6.29,0,0,3.79,3.47,6.49,3.63,3.79
27,5.79,0,0,3.79,3.84,5.99,4.76,3.19
64,5.89,0,0,4.34,3.65,5.00,4.61,2.08
35,5.89,0,0,4.34,4.37,5.99,4.89,3.24
97,5.65,0,0,4.34,3.78,5.00,4.59,2.17
32,5.78,0,0,4.34,3.27,5.68,3.60,2.29
51,6.19,0,0,3.79,4.20,5.02,4.42,2.50
89,5.51,0,0,4.34,3.39,6.22,4.76,3.49
67,5.66,0,0,4.34,3.32,6.26,4.76,3.49
135,4.50,1,1,3.79,3.45,4.99,3.69,2.50
75,5.79,0,0,3.79,3.64,5.50,5.02,3.23
261,4.50,1,1,4.34,3.85,5.00,3.50,2.50
63,5.04,1,0,3.79,3.72,6.17,5.33,2.40
97,5.54,1,1,3.79,3.76,5.50,4.41,3.05
