Sales,Price,Feature,Display,Price - Competitor 1,Price - Competitor 2,Price - Competitor 3,Price - Competitor 4,Price - Competitor 5
293,4.67,1,1,3.79,3.77,5.68,3.42,2.39
218,4.99,1,1,3.79,3.15,5.39,4.59,2.00
32,5.78,0,0,3.78,3.38,4.99,3.94,2.00
70,5.01,0,0,3.78,3.53,4.57,3.97,3.09
87,5.52,0,1,3.78,4.35,6.28,4.55,2.49
103,5.59,0,0,4.35,3.72,5.84,3.68,3.19
27,6.28,0,0,3.78,4.71,6.49,5.82,3.00
23,6.42,0,0,3.78,4.78,6.49,6.06,3.45
209,4.93,0,1,3.78,4.02,5.50,4.66,2.01
180,4.68,1,0,3.78,3.91,5.68,4.16,3.09
54,6.10,0,0,3.78,3.73,6.19,4.28,2.79
23,6.29,0,0,3.78,3.59,5.87,4.26,2.95
11,5.79,0,0,3.78,3.75,5.99,4.79,3.39
34,5.99,0,0,3.78,3.63,5.29,5.44,2.00
38,5.99,0,0,3.78,3.67,5.99,5.38,3.59
44,6.29,0,0,4.35,3.97,5.03,4.43,2.89
18,5.79,0,0,3.78,3.47,5.99,3.76,3.39
71,6.19,0,0,3.78,3.17,5.77,4.33,3.69
77,5.69,0,0,3.78,4.12,5.98,4.96,3.29
33,6.29,0,0,3.78,3.81,5.09,4.22,2.75
25,5.89,0,0,3.78,3.57,5.00,4.05,3.49
59,5.47,0,0,4.35,3.33,5.99,4.79,3.29
68,5.82,0,0,3.78,3.20,5.02,4.15,3.20
29,5.54,1,0,3.78,4.04,5.99,4.56,3.12
47,6.27,0,0,3.78,4.78,6.49,5.35,3.45
73,6.28,0,1,3.78,4.75,6.49,5.82,3.22
21,5.79,0,0,3.78,3.16,3.09,5.19,3.49
32,5.89,0,0,3.78,3.41,4.95,4.30,2.75
81,5.00,1,0,3.78,2.95,5.48,3.42,2.00
148,4.97,0,1,3.78,4.03,5.50,5.06,1.97
24,5.69,0,0,4.35,4.20,5.98,4.11,3.29
43,5.69,0,0,4.35,4.10,5.98,4.09,3.29
14,5.79,0,0,3.78,3.05,2.62,1.90,2.51
95,5.88,0,0,3.78,3.45,5.13,5.09,2.75
65,5.56,1,0,3.77,3.80,5.50,5.02,3.09
25,5.69,0,0,3.77,4.10,5.98,5.09,3.29
15,5.69,0,0,3.77,4.11,5.98,5.09,3.29
59,5.79,0,0,3.77,3.61,5.14,5.15,3.79
32,5.93,0,0,3.77,3.80,5.99,5.33,2.86
143,5.79,0,0,3.77,3.89,5.99,3.97,3.79
26,6.49,0,0,3.77,4.22,6.99,5.38,3.95
35,5.69,0,0,3.77,4.05,5.98,5.05,3.29
40,5.69,0,0,3.77,4.13,5.98,5.05,3.29
53,5.69,0,0,3.77,4.12,5.98,4.38,3.29
41,6.49,0,0,3.77,3.51,6.99,5.14,3.95
21,6.23,0,0,3.77,3.62,6.39,5.56,3.89
42,5.99,0,0,3.77,3.66,5.00,4.71,2.96
71,5.99,0,0,3.77,3.71,5.49,4.84,3.49
67,5.62,0,0,3.77,3.66,5.00,4.71,2.96
58,5.99,0,0,3.77,3.71,5.49,4.65,3.49
49,5.79,0,0,3.77,3.62,5.29,5.36,2.50
66,5.99,0,0,3.77,3.32,4.97,4.34,2.75
117,5.99,0,0,3.77,3.67,5.49,4.84,3.49
67,5.78,0,0,3.77,3.22,5.02,4.28,2.62
30,5.79,0,0,3.77,3.62,5.77,4.99,3.49
56,5.79,0,0,3.77,3.61,5.99,4.59,3.49
167,5.79,1,0,3.77,3.95,5.90,4.09,3.39
70,6.09,0,0,3.77,4.32,6.29,4.89,3.49
141,5.02,1,0,3.77,4.18,5.33,3.92,2.06
172,5.03,1,1,3.77,3.97,5.01,4.95,3.49
29,6.19,0,0,4.36,4.06,6.39,4.34,2.38
39,6.09,0,0,3.77,3.39,6.19,4.65,2.13
87,5.68,0,0,3.77,3.38,5.00,4.08,2.96
148,5.01,0,1,3.77,4.05,5.50,4.47,2.01
153,4.74,1,1,4.37,3.92,6.31,5.03,2.33
37,5.99,0,0,4.37,3.26,5.99,4.37,2.99
97,5.89,0,0,4.37,3.44,5.44,4.26,3.29
48,6.09,0,0,3.76,4.26,5.06,4.87,2.01
139,4.58,1,1,3.76,3.49,5.48,4.10,3.09
35,5.80,0,0,3.76,3.21,5.02,4.00,2.98
117,5.01,1,1,3.76,4.15,5.56,4.05,3.69
22,6.09,0,0,3.76,4.38,6.29,4.89,3.49
47,6.28,0,0,4.37,3.97,6.29,3.71,3.69
94,5.24,1,1,3.76,3.41,5.07,5.14,3.00
309,5.59,0,0,4.37,3.65,5.27,5.03,2.00
813,4.52,1,1,3.76,3.19,5.99,3.50,3.29
59,5.79,0,0,3.76,2.65,5.99,3.50,2.50
34,6.49,0,0,3.76,4.80,6.79,6.08,3.00
27,5.79,0,0,3.76,3.56,5.69,5.20,3.29
123,5.99,0,0,3.76,3.66,5.31,4.28,3.49
97,5.97,0,1,4.93,3.22,6.29,4.85,3.49
621,3.99,1,1,4.93,3.93,5.99,5.20,3.49
96,5.99,0,0,4.93,3.14,6.25,4.84,3.49
380,4.44,1,1,4.93,3.52,5.00,5.15,2.75
85,5.99,0,0,4.93,3.41,6.19,5.19,3.49
207,4.89,1,1,4.93,3.60,6.29,4.30,2.75
75,5.99,0,0,4.93,3.90,6.25,5.27,3.49
31,6.29,0,0,4.93,4.50,6.29,5.45,3.69
93,5.79,0,0,3.20,3.37,4.50,5.23,3.39
169,4.60,1,1,3.20,3.51,4.73,4.48,3.09
35,6.28,0,0,3.20,4.69,6.39,4.50,3.79
37,4.88,0,0,3.20,3.33,4.98,4.07,3.29
16,5.79,0,0,3.20,3.49,5.99,4.08,3.06
29,5.99,0,0,3.20,4.06,5.18,3.93,3.29
24,6.19,0,0,4.93,4.22,6.39,3.83,1.96
59,6.19,0,0,4.93,4.14,6.39,3.94,2.00
477,5.11,1,1,3.20,3.79,5.80,5.02,2.54
30,5.89,0,0,4.93,3.35,5.99,3.82,3.00
38,5.89,0,0,4.93,3.96,5.99,4.15,3.00
38,5.89,0,0,4.93,3.60,5.99,3.00,3.00
55,5.71,0,0,3.20,3.91,5.00,4.77,2.00
72,6.19,0,0,4.93,4.15,6.39,4.12,2.00
57,4.68,0,0,3.19,3.83,5.99,4.35,3.19
90,5.00,0,0,3.19,4.11,4.50,4.66,1.67
39,6.15,0,0,4.94,3.68,6.29,4.90,2.80
65,5.89,0,0,4.94,3.74,5.99,4.15,3.00
43,5.78,0,0,3.19,3.74,4.50,3.69,3.09
6,5.79,0,0,4.94,3.23,5.99,3.00,3.39
83,5.00,1,0,4.94,3.82,5.99,4.00,3.00
50,5.89,0,0,4.94,3.68,5.99,4.00,3.00
67,5.89,0,0,4.94,4.07,5.99,4.01,3.49
51,6.23,0,0,4.94,3.97,6.29,4.66,3.69
644,3.99,1,1,4.94,3.35,5.11,5.15,2.75
23,5.99,0,0,4.94,3.35,6.22,5.27,3.49
21,6.28,0,0,4.94,4.06,5.50,5.44,3.69
23,5.89,0,0,3.19,3.50,5.66,3.90,2.87
25,5.89,0,0,3.19,3.71,5.50,3.76,2.00
33,6.29,0,0,3.19,4.00,5.00,4.66,3.79
78,5.05,1,0,3.19,4.10,4.50,5.42,2.00
66,5.00,0,0,4.94,3.05,5.00,5.17,2.50
88,5.99,0,0,3.19,4.08,5.99,4.94,2.32
38,5.89,0,0,4.94,2.95,5.99,4.00,2.00
76,5.27,1,0,4.94,3.36,5.63,5.44,3.59
119,5.03,0,0,3.19,3.34,5.90,5.24,2.61
288,5.10,1,1,3.19,4.08,4.50,5.55,2.00
27,5.95,0,0,4.95,3.98,6.29,5.23,3.49
78,2.75,0,0,3.18,1.77,2.50,2.39,2.50
16,6.19,0,0,3.18,4.22,6.39,5.00,3.89
76,5.05,0,0,3.18,4.15,4.50,4.47,1.67
38,6.20,0,0,3.18,4.22,6.39,5.00,2.00
152,5.10,1,0,3.18,4.12,4.50,5.42,2.17
63,6.19,0,0,3.18,4.03,5.35,4.72,2.55
171,5.06,1,0,3.18,4.05,4.50,5.49,2.39
170,5.14,1,0,3.18,4.07,4.50,5.49,2.05
212,5.02,1,1,3.18,4.08,4.50,5.49,2.63
58,6.23,0,0,4.95,4.50,6.29,5.44,3.69
110,5.01,0,0,3.18,3.60,5.00,4.22,3.79
63,5.62,0,0,3.18,3.92,5.04,4.75,2.00
48,5.99,0,0,3.18,3.67,5.00,4.00,2.96
61,4.91,1,0,3.18,3.48,5.45,4.13,3.09
17,6.39,0,0,3.18,2.63,5.40,4.64,3.69
111,5.21,0,1,3.18,4.44,5.00,4.33,3.79
23,6.29,0,0,3.18,4.68,6.29,5.44,3.69
11,6.29,0,0,4.95,4.44,6.39,4.10,3.89
22,6.23,0,0,4.95,4.76,6.39,3.97,3.89
72,5.95,0,0,4.95,3.41,6.29,5.15,3.49
69,5.99,0,0,4.95,3.88,6.24,5.19,3.49
289,4.44,1,1,4.95,3.64,5.39,4.84,2.50
140,5.95,0,0,4.95,3.64,5.39,4.84,2.00
648,4.44,1,1,4.95,3.43,5.00,5.15,2.75
215,4.96,0,1,4.95,3.78,5.39,4.00,3.49
22,5.79,0,0,3.18,3.94,5.66,4.39,2.39
26,6.14,0,0,3.18,4.03,5.37,4.87,2.00
77,6.19,0,0,4.95,4.11,6.39,4.24,2.01
58,6.19,0,0,4.95,4.17,6.39,3.64,2.00
7,5.89,0,0,4.95,3.63,5.00,4.89,3.49
62,6.26,0,0,4.95,4.10,6.39,4.87,3.79
45,5.96,0,0,4.95,3.33,6.29,4.85,3.49
439,4.44,1,1,4.95,3.34,5.00,5.19,2.75
181,5.64,1,1,4.95,3.06,4.44,5.19,2.75
52,5.16,1,0,3.18,3.77,5.00,5.15,3.69
25,5.99,0,0,3.18,3.65,5.00,4.00,2.96
88,5.89,0,1,3.18,3.96,5.00,4.73,2.00
19,6.29,0,0,3.17,3.93,5.00,4.66,3.79
173,4.99,1,0,3.17,3.09,5.50,4.57,2.42
258,4.99,1,1,3.17,3.14,5.50,4.57,2.42
174,5.04,1,0,3.17,3.65,6.11,4.78,2.54
180,5.00,1,0,4.96,3.77,5.99,4.53,3.00
54,6.09,0,0,4.96,3.57,6.29,4.89,3.49
139,5.55,1,0,4.96,4.16,6.29,4.89,3.49
23,6.09,0,0,4.96,4.23,6.29,3.72,3.49
48,5.00,0,0,3.17,4.21,5.00,4.18,2.00
150,4.74,1,0,3.17,3.33,4.99,2.95,2.44
141,5.59,1,1,3.17,3.97,5.89,4.70,3.19
25,6.39,0,0,4.96,2.95,5.48,4.05,1.81
27,6.12,0,0,4.96,3.13,5.84,4.28,1.66
22,6.39,0,0,4.96,4.14,6.59,4.19,2.00
107,4.75,1,0,3.17,3.45,5.52,3.69,2.39
38,5.95,0,0,4.96,2.91,6.29,4.83,3.49
39,5.95,0,0,4.96,3.64,6.29,4.45,2.00
245,5.99,1,1,4.96,3.62,6.26,4.37,2.75
75,5.50,1,0,3.17,3.94,5.99,3.38,3.29
80,5.05,0,0,3.17,4.15,5.00,4.22,3.79
21,6.29,0,0,4.96,3.96,6.29,5.48,2.80
24,5.99,0,0,3.17,3.67,4.99,3.50,2.50
244,4.99,1,1,3.17,3.12,5.50,4.58,2.50
72,5.99,1,0,3.17,3.15,5.99,4.08,3.59
35,6.49,0,0,4.96,4.06,6.39,5.92,3.95
40,6.29,0,0,3.17,3.56,5.00,4.81,3.79
100,5.01,0,0,3.16,4.13,4.50,4.38,1.69
32,5.69,0,0,3.16,4.11,5.98,5.15,3.29
44,5.69,0,0,3.16,4.11,5.98,5.05,3.29
39,6.42,0,0,4.97,3.79,4.99,4.29,3.79
222,5.90,1,1,4.97,4.76,6.49,5.29,3.89
2,5.99,0,0,4.97,3.88,5.00,4.00,3.00
39,5.99,0,0,4.97,3.63,4.40,4.16,2.50
17,5.99,0,0,4.97,3.73,5.64,3.33,3.00
48,6.09,0,0,3.16,3.97,5.24,4.66,2.00
150,5.01,1,0,3.16,4.20,4.50,4.25,1.68
124,5.95,1,0,4.97,3.28,6.26,4.30,2.75
14,6.18,0,0,4.97,3.38,6.29,5.39,2.50
13,6.39,0,0,4.97,4.45,6.59,5.59,2.90
23,6.26,0,0,4.97,3.96,6.29,5.39,2.50
66,5.79,0,0,3.16,3.52,5.99,5.09,2.50
12,5.79,0,0,3.16,3.88,5.99,4.61,2.89
43,5.79,0,0,3.16,2.75,5.99,4.06,3.29
49,6.19,0,0,4.97,4.50,6.29,5.42,3.69
154,5.38,0,0,3.16,3.86,5.17,3.93,3.29
163,5.07,0,0,3.16,4.05,5.00,4.66,3.79
87,6.24,0,1,4.97,4.52,6.29,5.49,3.39
48,4.99,1,0,3.16,3.45,5.78,4.62,3.09
18,5.94,0,0,4.97,3.69,5.61,4.00,3.59
43,5.78,0,0,3.16,2.91,5.39,3.63,3.09
135,4.79,1,1,4.98,3.65,5.39,4.83,2.50
92,5.67,0,0,4.98,3.65,5.39,4.83,2.00
470,4.44,1,1,4.98,3.89,5.99,5.08,3.49
89,5.99,0,0,4.98,3.32,6.29,4.84,3.49
84,5.99,0,0,4.98,3.85,6.24,5.19,3.49
15,5.97,0,0,4.98,3.65,5.49,4.04,3.49
23,6.26,0,0,4.98,3.92,5.50,5.12,3.69
20,6.19,0,0,3.15,3.67,5.05,4.85,3.69
21,6.29,0,0,4.98,3.75,6.29,4.90,2.50
10,5.79,0,0,3.15,3.15,5.99,3.92,3.19
22,6.29,0,0,3.15,4.19,6.49,4.40,2.00
45,5.73,0,0,3.15,3.69,6.25,4.89,2.50
82,5.50,0,1,4.98,4.78,6.39,4.26,3.89
45,5.90,0,0,3.15,3.98,5.00,4.76,2.00
30,5.99,0,0,3.14,3.94,4.50,5.39,3.37
39,5.78,0,0,3.14,2.91,5.39,3.91,3.09
72,5.65,0,0,3.14,3.23,5.07,4.77,2.50
22,5.76,0,0,3.14,3.02,5.57,4.15,3.79
16,5.99,0,0,4.99,3.80,5.49,2.78,3.59
51,5.66,0,0,4.99,3.28,5.99,5.21,3.00
148,4.53,1,0,4.99,3.68,4.86,5.49,3.59
41,5.99,0,0,4.99,3.73,5.96,3.92,3.59
173,4.99,1,1,4.99,3.96,5.99,4.76,2.05
19,6.37,0,0,4.99,4.71,6.49,5.23,3.89
26,6.33,1,0,4.99,3.56,6.49,5.74,3.89
23,6.32,0,0,4.99,3.99,6.49,5.60,3.89
59,5.57,0,0,4.99,3.85,5.99,3.93,2.64
45,6.34,1,0,4.99,4.76,6.49,5.85,3.45
44,5.84,0,0,4.99,3.61,5.99,5.06,2.00
43,5.71,0,0,4.99,3.86,4.50,5.42,2.53
38,5.99,0,0,4.99,3.77,5.89,4.61,2.01
6,6.29,0,0,4.99,2.61,5.00,3.82,2.50
13,6.32,0,0,4.99,4.59,6.49,5.92,3.89
22,6.29,0,0,4.99,3.14,6.39,5.32,3.79
23,6.29,0,0,4.99,3.42,5.00,5.32,3.79
8,6.35,0,0,4.99,2.76,6.49,4.60,3.89
26,6.29,0,0,4.99,4.28,6.49,5.74,3.89
97,6.37,1,0,4.99,4.59,6.49,5.32,3.00
21,5.99,0,0,4.99,3.71,4.55,3.82,3.12
167,5.74,1,1,4.99,4.53,6.49,5.74,3.00
16,6.26,0,0,4.99,4.63,6.39,5.49,3.79
243,5.00,1,1,4.99,4.59,6.49,5.66,2.50
33,6.35,1,0,4.99,4.78,6.49,5.74,3.89
18,6.33,0,0,4.99,4.71,6.49,6.07,3.89
24,6.33,1,0,4.99,4.28,6.49,5.74,3.89
35,5.86,0,0,4.99,3.27,5.58,4.49,2.50
85,5.35,1,0,4.99,4.89,6.49,5.35,2.50
38,5.99,0,0,4.99,3.46,5.99,4.23,2.58
55,5.26,1,0,4.99,4.44,6.49,5.75,2.50
27,6.35,0,0,4.99,4.63,6.49,5.74,3.89
50,6.34,1,0,4.99,4.49,6.19,5.62,3.69
37,6.38,0,1,4.99,3.26,6.49,4.60,3.89
35,6.34,0,0,4.99,4.71,6.49,5.71,3.45
135,6.35,1,0,4.99,4.76,6.49,5.74,3.00
88,4.99,0,1,4.99,2.30,5.99,4.02,2.50
27,6.34,0,0,4.99,3.97,6.19,4.28,3.69
92,6.36,1,1,4.99,4.44,6.49,5.63,3.89
53,6.33,1,0,4.99,4.44,6.49,5.74,3.89
104,5.29,1,0,4.99,4.59,6.49,5.66,2.85
124,5.57,0,0,4.99,2.74,6.39,5.56,3.79
170,6.36,1,1,4.99,4.78,6.49,5.66,3.89
77,6.34,1,0,4.99,4.59,6.49,5.82,3.00
13,5.75,0,0,4.99,3.08,5.00,4.29,2.50
65,6.36,1,0,4.99,4.22,6.19,5.69,3.69
32,6.35,0,0,4.99,4.76,6.49,5.41,3.89
37,6.34,1,0,4.99,4.07,6.49,5.74,3.89
20,6.29,0,0,4.99,4.10,6.39,5.56,3.79
67,6.33,1,0,4.99,4.89,6.49,5.82,3.89
145,6.35,1,0,4.99,4.55,6.19,5.35,3.00
216,4.98,1,1,4.99,4.78,6.49,5.74,3.00
63,5.37,1,0,4.99,4.71,6.49,5.82,2.50
103,6.03,0,1,4.99,4.55,6.19,5.69,3.35
71,6.35,1,0,4.99,4.71,6.49,5.15,3.89
14,6.29,0,0,4.99,3.62,5.89,3.73,3.79
47,6.35,1,0,4.99,4.76,6.49,5.74,3.89
125,5.23,1,1,4.99,4.42,6.19,5.39,3.69
38,6.35,0,0,4.99,3.50,6.19,4.56,3.69
57,5.00,1,1,4.99,4.45,6.19,5.50,2.80
61,6.36,1,0,4.99,4.52,6.19,5.59,3.69
38,6.33,1,0,4.99,4.22,6.19,5.76,3.69
54,6.34,1,0,4.99,4.76,6.49,5.74,3.89
181,5.77,1,1,4.99,4.63,6.49,5.82,3.45
39,5.99,0,0,4.99,3.41,5.42,4.49,2.06
28,6.29,0,0,4.99,4.76,6.39,5.14,2.50
31,6.35,1,0,4.99,4.52,6.19,5.69,3.69
89,5.52,0,0,4.99,3.23,5.00,5.38,2.53
30,5.99,0,0,4.99,3.52,4.99,3.63,2.50
52,6.34,1,0,4.99,4.62,6.19,5.62,3.69
102,6.36,1,0,4.99,4.78,6.49,5.58,3.89
45,6.34,1,0,4.99,4.89,6.49,5.56,3.89
139,6.33,1,1,4.99,4.76,6.49,5.74,3.89
211,5.00,1,1,4.99,4.78,6.49,5.75,2.50
40,5.92,0,0,4.99,3.34,5.99,5.44,2.43
55,6.36,1,0,4.99,4.89,6.49,5.41,3.89
234,5.00,1,1,4.99,4.78,6.49,5.54,2.50
211,5.10,1,1,4.99,4.59,6.49,5.74,3.45
53,6.36,0,0,4.99,3.62,6.49,4.81,3.89
250,5.00,1,1,4.99,4.78,6.49,5.89,2.50
30,5.96,0,0,4.99,3.93,5.25,5.28,3.34
136,6.35,1,0,4.99,4.76,6.49,5.66,3.45
61,6.35,1,0,4.99,4.76,6.49,5.66,3.89
44,5.99,0,0,4.99,3.37,4.59,3.70,2.82
49,6.35,1,0,4.99,4.28,6.49,5.74,3.89
90,5.73,1,0,4.99,3.91,6.49,5.82,3.22
43,6.36,1,0,4.99,4.78,6.49,5.85,3.89
287,4.52,1,1,4.99,3.43,4.71,5.24,3.59
56,6.37,1,0,4.99,4.59,6.49,5.66,3.89
48,6.35,1,0,4.99,4.20,6.49,5.74,3.89
140,6.35,1,0,4.99,4.62,6.19,5.62,3.79
200,4.98,1,0,4.99,4.63,6.49,5.79,3.45
119,6.40,1,1,4.99,4.59,6.49,5.79,3.89
142,6.36,1,0,4.99,4.76,6.49,5.74,3.89
71,5.20,0,0,4.99,2.92,5.99,3.51,3.00
67,6.35,1,0,4.99,4.07,6.49,5.74,3.89
103,6.42,1,1,4.99,4.59,6.49,5.82,3.89
224,5.00,1,1,4.99,4.59,6.49,5.75,2.50
178,6.36,1,0,4.99,4.62,6.19,5.69,3.79
23,6.42,0,0,4.99,3.78,6.49,4.86,3.89
70,6.37,1,0,4.99,4.59,6.49,5.66,3.89
66,6.35,1,0,4.99,4.20,6.49,5.74,3.89
113,6.36,1,1,4.99,3.99,6.49,5.66,3.89
40,5.99,0,0,4.99,2.97,5.86,4.67,2.46
26,5.95,0,0,4.99,3.59,5.25,5.28,3.31
112,6.33,1,1,4.99,4.63,6.49,5.82,3.89
146,4.13,1,0,4.99,3.42,5.99,4.51,3.29
54,5.99,0,0,4.99,3.77,5.00,4.94,2.86
191,6.35,1,0,4.99,4.76,6.49,5.56,3.89
201,6.36,1,1,4.99,4.76,6.49,5.74,3.89
100,6.34,1,0,4.99,4.59,6.49,5.82,3.89
37,5.99,0,0,4.99,3.15,5.99,3.62,2.54
123,6.41,1,0,4.99,3.93,6.49,5.82,3.89
102,6.41,1,0,4.99,4.59,6.49,5.82,3.89
176,6.36,1,1,4.99,4.42,6.49,5.44,3.89
14,6.23,0,0,4.99,4.82,6.39,5.49,3.01
25,6.27,0,0,4.99,4.66,6.39,4.66,3.79
13,5.96,0,0,4.99,3.56,5.00,4.06,3.59
18,5.96,0,0,4.99,4.05,5.25,5.35,3.59
73,5.94,0,0,4.99,3.81,5.99,4.14,3.03
293,5.78,1,1,4.99,4.03,6.49,5.96,3.89
162,5.62,0,1,4.99,3.70,5.99,3.75,3.02
71,5.08,1,0,4.99,3.59,5.00,4.15,3.37
32,5.54,1,0,4.99,4.06,5.99,4.35,3.24
41,5.11,1,0,4.99,3.46,5.00,4.05,3.32
34,5.96,0,0,4.99,3.28,5.00,5.44,2.89
39,5.96,0,0,4.99,3.45,3.09,5.44,3.17
67,5.27,1,0,4.99,3.38,5.12,5.38,3.00
36,5.94,0,0,4.99,3.70,5.25,4.06,3.59
30,6.35,1,0,4.99,4.20,6.49,5.74,3.89
34,6.19,0,0,5.06,4.00,6.25,3.33,2.02
276,5.12,0,1,5.06,4.54,6.37,5.42,2.00
86,6.22,0,0,5.06,4.64,6.32,5.00,2.50
220,5.80,1,1,3.07,4.78,4.99,5.49,3.89
63,6.35,0,0,3.07,4.68,6.59,4.60,3.79
70,6.29,0,0,3.06,3.92,6.49,4.60,1.92
268,6.21,0,1,5.07,3.93,6.32,5.49,3.74
28,6.29,0,0,5.07,3.56,5.00,5.32,3.79
226,5.17,0,1,5.07,3.89,6.39,5.39,2.00
82,5.67,1,0,5.07,4.80,6.99,5.42,2.49
103,4.99,1,0,3.06,3.60,5.55,3.85,3.12
30,6.49,0,0,5.07,4.54,6.69,5.77,2.75
112,6.37,1,1,5.07,4.52,6.59,5.68,3.69
138,5.03,1,0,3.06,3.67,5.78,5.38,2.52
34,5.83,0,0,5.07,3.19,5.79,3.88,2.50
51,6.28,0,0,5.07,4.28,5.50,5.66,3.89
40,6.39,0,0,5.07,4.46,6.59,5.87,3.69
32,5.89,0,0,3.06,4.38,4.99,5.16,3.49
14,6.29,0,0,5.07,4.77,6.39,3.80,3.89
49,6.28,0,0,5.07,4.78,6.39,4.50,3.89
46,6.34,0,0,5.07,3.26,6.49,4.81,3.89
52,6.19,0,0,5.07,3.43,5.90,3.33,2.01
43,6.26,0,0,5.07,4.78,6.39,4.50,3.89
123,5.70,1,0,5.07,4.03,6.49,5.82,3.89
69,5.87,0,0,5.07,4.78,6.39,4.63,3.89
24,6.29,0,0,5.08,3.68,6.29,4.90,3.10
63,6.27,0,0,5.08,3.68,6.29,5.00,3.10
50,6.24,0,0,5.08,3.83,6.29,5.19,2.50
47,6.29,0,0,5.08,4.40,6.29,5.30,3.69
29,6.29,0,0,5.08,3.83,6.29,5.48,2.80
89,6.24,0,0,5.08,4.07,6.29,5.39,3.69
55,6.23,0,0,5.08,4.49,6.29,5.44,3.69
49,6.29,0,0,5.08,4.08,6.29,5.48,3.39
23,6.39,0,0,5.08,4.50,6.59,5.50,3.69
35,6.29,0,0,5.08,4.46,6.29,4.28,3.69
44,6.09,0,0,5.08,3.53,5.92,3.33,2.02
28,5.97,0,0,5.08,3.74,5.99,4.18,3.59
101,5.18,1,0,5.08,3.36,5.99,5.17,3.59
23,6.27,0,0,3.05,3.23,6.39,5.56,3.79
54,6.23,0,0,5.08,4.49,5.00,5.49,3.79
105,5.32,0,1,5.08,4.58,6.39,5.49,2.00
54,6.22,0,1,5.08,3.75,6.39,5.49,3.79
54,5.99,0,0,3.05,3.68,5.00,4.00,2.96
39,6.29,0,0,5.08,3.75,6.29,5.19,3.10
30,5.84,0,0,5.08,3.80,4.99,4.66,2.79
70,5.83,1,0,5.08,3.60,6.49,5.89,3.22
25,6.35,0,0,5.08,3.62,6.49,4.81,3.89
155,6.35,1,1,5.08,4.48,6.49,5.29,3.89
59,6.34,1,0,5.08,4.28,6.49,5.74,3.89
174,5.43,1,0,5.08,3.63,6.08,3.33,2.02
30,5.93,0,0,5.08,2.79,5.99,5.44,3.59
57,5.09,1,0,5.08,3.36,5.62,5.35,3.59
23,5.97,0,0,5.08,3.78,5.99,4.00,3.59
112,5.01,1,0,3.05,3.43,5.00,4.66,3.79
118,4.12,0,0,3.05,3.50,4.50,3.86,2.00
24,6.29,0,0,3.05,4.32,6.49,4.60,2.00
25,6.24,0,0,5.08,4.78,6.39,4.50,3.89
37,6.29,0,0,3.05,3.56,5.00,4.09,3.79
34,6.26,0,0,5.09,4.62,6.39,5.42,2.90
160,5.82,1,1,5.09,3.75,6.39,5.49,3.79
69,6.27,0,0,5.09,4.78,6.39,4.50,3.89
21,6.32,0,0,3.04,2.76,6.49,5.02,3.89
34,6.35,0,0,3.04,3.62,6.49,4.60,3.89
80,5.00,0,0,3.04,4.20,4.50,4.38,1.67
21,6.35,0,0,3.04,3.26,6.49,4.81,3.89
93,6.36,1,0,3.04,4.78,6.49,5.82,3.89
108,5.65,1,0,3.04,4.63,6.49,5.74,3.89
20,5.99,0,0,3.04,4.06,5.69,4.89,3.49
28,6.29,0,0,3.04,3.05,5.00,3.93,2.00
2,5.89,0,0,3.04,4.22,5.99,4.89,3.49
160,5.12,1,0,3.04,3.73,5.00,3.50,2.50
63,5.01,0,0,5.09,2.91,5.00,5.15,2.50
22,5.83,0,0,5.09,3.06,6.62,5.05,1.67
28,5.99,0,0,5.09,3.87,4.99,3.55,2.86
44,5.96,0,0,5.09,3.65,4.99,3.90,1.87
67,5.72,0,1,5.09,4.62,6.39,5.49,2.00
24,6.29,0,0,5.09,3.78,5.50,5.56,3.79
27,6.49,0,0,5.09,3.91,6.69,5.56,3.79
14,6.39,0,0,5.09,3.75,6.17,3.33,2.01
40,6.29,0,0,5.09,3.68,6.29,4.90,2.50
91,6.34,0,0,5.09,4.58,6.39,5.79,2.90
29,6.37,0,0,5.09,3.86,6.59,5.79,3.79
35,6.46,0,0,5.09,3.88,6.69,5.56,3.89
132,5.74,1,0,5.09,4.63,6.49,5.74,3.45
227,5.37,1,0,5.09,4.63,6.49,5.75,2.50
58,6.37,1,0,5.09,4.63,6.49,5.74,3.89
24,5.99,0,0,5.09,3.16,5.99,4.43,3.59
27,6.39,0,0,5.09,4.59,6.59,4.99,3.69
221,5.00,1,1,3.04,4.09,5.99,3.55,2.30
101,5.12,1,0,3.04,3.94,4.50,5.14,2.43
39,5.79,0,0,3.04,3.94,5.99,5.08,2.00
123,5.85,0,1,3.04,4.78,6.49,5.15,3.89
29,6.36,0,0,3.04,4.76,5.50,5.82,3.89
78,6.28,0,0,5.09,4.89,6.39,5.02,3.89
91,6.28,0,1,5.09,4.89,6.39,3.75,3.89
7,6.39,0,0,3.04,3.25,5.00,4.67,3.69
25,6.19,0,0,3.04,3.82,5.18,4.75,2.04
60,5.79,0,0,3.03,3.09,5.99,5.15,3.49
81,5.00,0,0,3.03,3.50,5.00,3.86,3.79
17,6.39,0,0,3.03,3.08,6.59,4.78,2.01
27,6.22,0,0,3.03,3.91,6.39,5.12,3.89
37,6.21,0,0,3.03,4.22,6.39,5.00,2.00
55,6.29,0,0,3.03,4.63,5.70,5.49,3.69
